GLOBAL UNIQUE IDENTIFIER,COMMON NAME,SCIENTIFIC NAME,OBSERVATION COUNT,LOCALITY ID,OBSERVATION DATE,TIME OBSERVATIONS STARTED,OBSERVER ID,OBSERVER NAME,OBSERVATION TYPE,DURATION MINUTES,NUMBER OBSERVERS,ALL SPECIES REPORTED,SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS138655208,Orange-crowned Warbler,Leiothlypis celata,2,L1210588,2012-02-06,10:00:00 AM,obsr219721,,Traveling,180,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138278893,Orange-crowned Warbler,Leiothlypis celata,1,L1210588,2012-02-03,2:00:00 PM,obsr219721,,Traveling,150,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138278898,Red-shouldered Hawk,Buteo lineatus,3,L1210588,2012-02-03,2:00:00 PM,obsr219721,,Traveling,150,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138655223,Rock Pigeon,Columba livia,12,L1210588,2012-02-06,10:00:00 AM,obsr219721,,Traveling,180,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138278903,Rock Pigeon,Columba livia,2,L1210588,2012-02-03,2:00:00 PM,obsr219721,,Traveling,150,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138655203,Ruby-crowned Kinglet,Corthylio calendula,7,L1210588,2012-02-06,10:00:00 AM,obsr219721,,Traveling,180,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138278894,Ruby-crowned Kinglet,Corthylio calendula,4,L1210588,2012-02-03,2:00:00 PM,obsr219721,,Traveling,150,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138655205,Spotted Towhee,Pipilo maculatus,2,L1210588,2012-02-06,10:00:00 AM,obsr219721,,Traveling,180,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138278912,Spotted Towhee,Pipilo maculatus,1,L1210588,2012-02-03,2:00:00 PM,obsr219721,,Traveling,150,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138278908,White-throated Sparrow,Zonotrichia albicollis,2,L1210588,2012-02-03,2:00:00 PM,obsr219721,,Traveling,150,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138655204,White-throated Sparrow,Zonotrichia albicollis,2,L1210588,2012-02-06,10:00:00 AM,obsr219721,,Traveling,180,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138278905,White-winged Dove,Zenaida asiatica,6,L1210588,2012-02-03,2:00:00 PM,obsr219721,,Traveling,150,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138655210,White-winged Dove,Zenaida asiatica,8,L1210588,2012-02-06,10:00:00 AM,obsr219721,,Traveling,180,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138655221,Yellow-bellied Sapsucker,Sphyrapicus varius,1,L1210588,2012-02-06,10:00:00 AM,obsr219721,,Traveling,180,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138278913,Yellow-rumped Warbler,Setophaga coronata,10,L1210588,2012-02-03,2:00:00 PM,obsr219721,,Traveling,150,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS138655214,Yellow-rumped Warbler,Setophaga coronata,8,L1210588,2012-02-06,10:00:00 AM,obsr219721,,Traveling,180,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874359,Black-bellied Whistling-Duck,Dendrocygna autumnalis,3,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874371,Black-crested Titmouse,Baeolophus atricristatus,8,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874376,Black Vulture,Coragyps atratus,20,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874353,Brown Creeper,Certhia americana,1,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874374,Blue-gray Gnatcatcher,Polioptila caerulea,4,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874367,Carolina Chickadee,Poecile carolinensis,7,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874361,Eastern Phoebe,Sayornis phoebe,2,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874357,European Starling,Sturnus vulgaris,1,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874375,Golden-fronted Woodpecker,Melanerpes aurifrons,2,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874355,Great Blue Heron,Ardea herodias,1,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874368,Great-tailed Grackle,Quiscalus mexicanus,2,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874363,Hermit Thrush,Catharus guttatus,1,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874377,Ladder-backed Woodpecker,Dryobates scalaris,1,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874369,Mourning Dove,Zenaida macroura,17,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874358,Northern Cardinal,Cardinalis cardinalis,75,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874354,Northern Mockingbird,Mimus polyglottos,1,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874370,Orange-crowned Warbler,Leiothlypis celata,1,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874366,Purple Martin,Progne subis,14,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874364,Red-tailed Hawk,Buteo jamaicensis,1,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874373,Ruby-crowned Kinglet,Corthylio calendula,3,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874372,Turkey Vulture,Cathartes aura,2,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874351,White-eyed Vireo,Vireo griseus,3,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874356,White-winged Dove,Zenaida asiatica,4,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS144874365,Yellow-rumped Warbler,Setophaga coronata,2,L1210588,2012-03-18,9:40:00 AM,obsr203848,,Traveling,105,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS148582078,Cedar Waxwing,Bombycilla cedrorum,25,L1210588,2012-04-14,8:30:00 AM,obsr96030,,Traveling,60,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS148582075,Great Crested Flycatcher,Myiarchus crinitus,1,L1210588,2012-04-14,8:30:00 AM,obsr96030,,Traveling,60,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS148582077,Nashville Warbler,Leiothlypis ruficapilla,7,L1210588,2012-04-14,8:30:00 AM,obsr96030,,Traveling,60,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS148582074,Orange-crowned Warbler,Leiothlypis celata,2,L1210588,2012-04-14,8:30:00 AM,obsr96030,,Traveling,60,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS148582076,Swainson's Thrush,Catharus ustulatus,1,L1210588,2012-04-14,8:30:00 AM,obsr96030,,Traveling,60,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152096008,American Redstart,Setophaga ruticilla,5,L1210588,2012-05-09,6:01:00 PM,obsr96030,,Traveling,1,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS153653983,Barn Swallow,Hirundo rustica,3,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628764,Black-bellied Whistling-Duck,Dendrocygna autumnalis,3,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628756,Blackburnian Warbler,Setophaga fusca,1,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653985,Black-crested Titmouse,Baeolophus atricristatus,1,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS151952718,Brown-crested Flycatcher,Myiarchus tyrannulus,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,30,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS151952527,Brown-crested Flycatcher,Myiarchus tyrannulus,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,27,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152628754,Brown-headed Cowbird,Molothrus ater,3,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653974,Brown-headed Cowbird,Molothrus ater,6,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653982,Black-throated Green Warbler,Setophaga virens,1,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628757,Carolina Chickadee,Poecile carolinensis,11,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653979,Carolina Chickadee,Poecile carolinensis,3,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628766,Carolina Wren,Thryothorus ludovicianus,5,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653988,Carolina Wren,Thryothorus ludovicianus,3,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS151952531,Chestnut-sided Warbler,Setophaga pensylvanica,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,27,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS153044514,Chestnut-sided Warbler,Setophaga pensylvanica,X,L1210588,2012-05-15,5:44:00 PM,obsr96030,,Traveling,55,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS151952722,Chestnut-sided Warbler,Setophaga pensylvanica,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,30,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS153044512,Common Yellowthroat,Geothlypis trichas,X,L1210588,2012-05-15,5:44:00 PM,obsr96030,,Traveling,55,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152628762,Downy Woodpecker,Dryobates pubescens,3,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628763,Eastern Phoebe,Sayornis phoebe,3,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653977,Eastern Phoebe,Sayornis phoebe,3,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628760,European Starling,Sturnus vulgaris,4,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653986,European Starling,Sturnus vulgaris,10,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628751,Golden-fronted Woodpecker,Melanerpes aurifrons,1,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653981,Golden-fronted Woodpecker,Melanerpes aurifrons,1,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628761,Great Crested Flycatcher,Myiarchus crinitus,2,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653975,Great Egret,Ardea alba,1,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628767,Great-tailed Grackle,Quiscalus mexicanus,6,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653984,Great-tailed Grackle,Quiscalus mexicanus,4,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS151952720,Gray Catbird,Dumetella carolinensis,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,30,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS151952529,Gray Catbird,Dumetella carolinensis,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,27,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152628752,House Finch,Haemorhous mexicanus,3,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653978,House Finch,Haemorhous mexicanus,1,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628755,House Sparrow,Passer domesticus,7,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653989,House Sparrow,Passer domesticus,7,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS151952532,Indigo Bunting,Passerina cyanea,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,27,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152628758,Killdeer,Charadrius vociferus,1,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153044508,Least Flycatcher,Empidonax minimus,X,L1210588,2012-05-15,5:44:00 PM,obsr96030,,Traveling,55,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS153044511,Mourning Warbler,Geothlypis philadelphia,X,L1210588,2012-05-15,5:44:00 PM,obsr96030,,Traveling,55,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152096007,Nashville Warbler,Leiothlypis ruficapilla,2,L1210588,2012-05-09,6:01:00 PM,obsr96030,,Traveling,1,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS153653990,Northern Cardinal,Cardinalis cardinalis,11,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628765,Northern Cardinal,Cardinalis cardinalis,18,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653980,Northern Mockingbird,Mimus polyglottos,3,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS152628759,Northern Mockingbird,Mimus polyglottos,5,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153044510,Swainson's Thrush,Catharus ustulatus,X,L1210588,2012-05-15,5:44:00 PM,obsr96030,,Traveling,55,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152096006,Swainson's Thrush,Catharus ustulatus,1,L1210588,2012-05-09,6:01:00 PM,obsr96030,,Traveling,1,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS153653976,Swainson's Thrush,Catharus ustulatus,1,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS151952528,Warbling Vireo,Vireo gilvus,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,27,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS151952719,Warbling Vireo,Vireo gilvus,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,30,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS153044509,Warbling Vireo,Vireo gilvus,X,L1210588,2012-05-15,5:44:00 PM,obsr96030,,Traveling,55,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152628768,Western Kingbird,Tyrannus verticalis,1,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153653987,White-winged Dove,Zenaida asiatica,1,L1210588,2012-05-20,9:11:00 AM,obsr203848,,Traveling,165,1,1,
URN:CornellLabOfOrnithology:EBIRD:OBS153044515,Wilson's Warbler,Cardellina pusilla,X,L1210588,2012-05-15,5:44:00 PM,obsr96030,,Traveling,55,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152096010,Wilson's Warbler,Cardellina pusilla,2,L1210588,2012-05-09,6:01:00 PM,obsr96030,,Traveling,1,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS153044507,Yellow-billed Cuckoo,Coccyzus americanus,X,L1210588,2012-05-15,5:44:00 PM,obsr96030,,Traveling,55,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS151952530,Yellow Warbler,Setophaga petechia,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,27,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152628753,Yellow Warbler,Setophaga petechia,1,L1210588,2012-05-13,9:23:00 AM,obsr203848,,Traveling,110,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS151952721,Yellow Warbler,Setophaga petechia,X,L1210588,2012-05-08,6:18:00 PM,obsr96030,,Traveling,30,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS152096009,Yellow Warbler,Setophaga petechia,8,L1210588,2012-05-09,6:01:00 PM,obsr96030,,Traveling,1,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS153044513,Yellow Warbler,Setophaga petechia,X,L1210588,2012-05-15,5:44:00 PM,obsr96030,,Traveling,55,1,0,
URN:CornellLabOfOrnithology:EBIRD:OBS159228750,American Robin,Turdus migratorius,2,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228077,American Robin,Turdus migratorius,2,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228070,Barn Swallow,Hirundo rustica,2,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228743,Barn Swallow,Hirundo rustica,2,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228078,Black-bellied Whistling-Duck,Dendrocygna autumnalis,25,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228751,Black-bellied Whistling-Duck,Dendrocygna autumnalis,25,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228733,Black-chinned Hummingbird,Archilochus alexandri,6,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228059,Black-chinned Hummingbird,Archilochus alexandri,6,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228068,Black-crested Titmouse,Baeolophus atricristatus,3,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228741,Black-crested Titmouse,Baeolophus atricristatus,3,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228076,Black Vulture,Coragyps atratus,2,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228749,Black Vulture,Coragyps atratus,2,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228744,Blue Jay,Cyanocitta cristata,6,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228071,Blue Jay,Cyanocitta cristata,6,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228065,Western Cattle-Egret,Ardea ibis,25,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228738,Western Cattle-Egret,Ardea ibis,25,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228061,Eurasian Collared-Dove,Streptopelia decaocto,3,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228732,Eurasian Collared-Dove,Streptopelia decaocto,3,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228064,European Starling,Sturnus vulgaris,X,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228737,European Starling,Sturnus vulgaris,X,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228753,Great Egret,Ardea alba,8,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228080,Great Egret,Ardea alba,8,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228081,Great-tailed Grackle,Quiscalus mexicanus,X,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228754,Great-tailed Grackle,Quiscalus mexicanus,X,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228075,House Sparrow,Passer domesticus,X,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228748,House Sparrow,Passer domesticus,X,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228083,Mallard,Anas platyrhynchos,25,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228756,Mallard,Anas platyrhynchos,25,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228082,Mallard,Anas platyrhynchos,6,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228755,Mallard,Anas platyrhynchos,6,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228067,Mourning Dove,Zenaida macroura,20,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228740,Mourning Dove,Zenaida macroura,20,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228739,Muscovy Duck,Cairina moschata,50,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228066,Muscovy Duck,Cairina moschata,50,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228063,Neotropic Cormorant,Nannopterum brasilianum,1,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228736,Neotropic Cormorant,Nannopterum brasilianum,1,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228735,Northern Cardinal,Cardinalis cardinalis,X,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228062,Northern Cardinal,Cardinalis cardinalis,X,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228073,Northern Mockingbird,Mimus polyglottos,10,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228746,Northern Mockingbird,Mimus polyglottos,10,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228079,Rock Pigeon,Columba livia,100,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228752,Rock Pigeon,Columba livia,100,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228745,Snowy Egret,Egretta thula,50,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228072,Snowy Egret,Egretta thula,50,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228734,Turkey Vulture,Cathartes aura,2,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228060,Turkey Vulture,Cathartes aura,2,L1210588,2012-07-22,10:30:00 AM,obsr330412,,Traveling,90,2,1,
URN:CornellLabOfOrnithology:EBIRD:OBS159228747,White-winged Dove,Zenaida asiatica,8,L1210588,2012-07-22,10:30:00 AM,obsr211826,,Traveling,90,2,1,
