OBSERVATIONDATETIME	LOCATION	WEDGE	CATEGORY	COMMONNAME	SCIENTIFICNAME	STATUS	NOTES
1/24/2025	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Winter mode	
1/24/2025	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Winter mode	
1/24/2025	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Winter mode	
1/24/2025	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Some green	
1/24/2025	Garden	5	Plant	Autumn sage	Salvia greggii	Some green	
1/24/2025	Garden	5	Plant	Apache plume	Fallugia paradoxa	Some green	
1/24/2025	Garden	6	Plant	Frogfruit	Phyla nodiflora	Winter mode	
1/24/2025	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Full of seed heads	
1/24/2025	Garden	6	Plant	American beautyberry	Callicarpa americana	Winter mode	
1/24/2025	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Winter mode	
1/24/2025	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Winter mode	
1/24/2025	Garden	7	Plant	White mistflower	Ageratina havanensis	Winter mode	
1/24/2025	Garden	8	Plant	Gregg dalea	Dalea greggii	Some green	
1/24/2025	Garden	8	Plant	Zexmenia	Wedelia texana	Winter mode	
1/24/2025	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Green	
1/24/2025	Garden	9	Plant	Mountain pea	Sophora secundiflora	Some green	
1/24/2025	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Winter mode	
1/24/2025	Garden	9	Plant	Desert rue	Ruta graveolens	Some green	
1/24/2025	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Green	
1/24/2025	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Winter mode	
1/24/2025	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Some green	
1/24/2025	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Winter mode	
1/24/2025	Garden	11	Plant	Frogfruit	Phyla nodiflora	Winter mode	
1/24/2025	Garden	11	Plant	Texas lantana	Lantana urticoides	Winter mode	
1/24/2025	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Green	
1/24/2025	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	New rosettes	
1/24/2025	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Green	
1/24/2025	Garden	12	Plant	Obedient plant	Physostegia virginiana	Green	
1/24/2025	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Winter mode	
1/24/2025	Garden	13	Plant	Gayfeather	Liatris mucronata	Winter mode	
1/24/2025	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Some green	
1/24/2025	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Some green	
1/24/2025	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Some green	
1/24/2025	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Winter mode	
1/24/2025	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Winter mode	
1/24/2025	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Winter mode	
1/24/2025	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Winter mode	
1/24/2025	Garden	16	Plant	Black dalea	Dalea frutescens	Some green	
1/24/2025	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	New growth at base	
3/2/2025	Garden	1	Plant	Frogfruit	Phyla nodiflora	Winter mode	
3/2/2025	Garden	1	Plant	Calyophus	Oenothera calylophus	New growth at base	
3/2/2025	Garden	1	Plant	Datura	Datura wrightii	New growth at base	
3/2/2025	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Some green	
3/2/2025	Garden	2	Plant	Mealy blue sage	Salvia farinacea	New growth at base	
3/2/2025	Garden	2	Plant	Esperanza	Tecoma stans	Winter mode	
3/2/2025	Garden	3	Plant	Gregg dalea	Dalea greggii	New growth, some blooms	
3/2/2025	Garden	3	Plant	Damianita	Chrysactinia mexicana	Some green	
3/2/2025	Garden	3	Plant	Tropical sage	Salvia coccinea	Winter mode	
3/2/2025	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Winter mode	
3/2/2025	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	New growth at base	
3/2/2025	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	New growth at base	
3/2/2025	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	New growth, some blooms	
3/2/2025	Garden	5	Plant	Autumn sage	Salvia greggii	New growth	
3/2/2025	Garden	5	Plant	Apache plume	Fallugia paradoxa	New growth	
3/2/2025	Garden	6	Plant	Frogfruit	Phyla nodiflora	Winter mode	
3/2/2025	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Winter mode	
3/2/2025	Garden	6	Plant	American beautyberry	Callicarpa americana	Winter mode	
3/2/2025	Garden	7	Plant	Snakeherb	Dyschoriste linearis	New growth	
3/2/2025	Garden	7	Plant	Pink guara	Oenothera lindheimeri	New growth at base	
3/2/2025	Garden	7	Plant	White mistflower	Ageratina havanensis	New growth at base	
3/2/2025	Garden	8	Plant	Gregg dalea	Dalea greggii	New growth, some blooms	
3/2/2025	Garden	8	Plant	Zexmenia	Wedelia texana	Winter mode	
3/2/2025	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Green	
3/2/2025	Garden	9	Plant	Mountain pea	Sophora secundiflora	New growth	
3/2/2025	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Possibly 1	
3/2/2025	Garden	9	Plant	Desert rue	Ruta graveolens	3, all blooming	
3/2/2025	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Green	
3/2/2025	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Some green	
3/2/2025	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Winter mode	
3/2/2025	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Winter mode	
3/2/2025	Garden	11	Plant	Frogfruit	Phyla nodiflora	Winter mode	
3/2/2025	Garden	11	Plant	Texas lantana	Lantana urticoides	Winter mode	
3/2/2025	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Green	
3/2/2025	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	New rosettes	
3/2/2025	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Green	
3/2/2025	Garden	12	Plant	Obedient plant	Physostegia virginiana	Green	
3/2/2025	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Some green	
3/2/2025	Garden	13	Plant	Gayfeather	Liatris mucronata	New growth at base	
3/2/2025	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Some green	
3/2/2025	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Some green	
3/2/2025	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Some green	
3/2/2025	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Winter mode	
3/2/2025	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Green	
3/2/2025	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Some new growth	
3/2/2025	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Some green	
3/2/2025	Garden	16	Plant	Black dalea	Dalea frutescens	Some green	
3/2/2025	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	New growth at base	
4/4/2025	Garden	1	Plant	Frogfruit	Phyla nodiflora	New growth	
4/4/2025	Garden	1	Plant	Calyophus	Oenothera calylophus	2 plants blooming	
4/4/2025	Garden	1	Plant	Datura	Datura wrightii	New growth	
4/4/2025	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	New growth	
4/4/2025	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
4/4/2025	Garden	2	Plant	Esperanza	Tecoma stans	New growth	
4/4/2025	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
4/4/2025	Garden	3	Plant	Damianita	Chrysactinia mexicana	2 plants blooming	
4/4/2025	Garden	3	Plant	Tropical sage	Salvia coccinea	Winter mode	
4/4/2025	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	New growth	
4/4/2025	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	New growth	
4/4/2025	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	New growth	
4/4/2025	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
4/4/2025	Garden	5	Plant	Autumn sage	Salvia greggii	New growth	
4/4/2025	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
4/4/2025	Garden	6	Plant	Frogfruit	Phyla nodiflora	New growth	
4/4/2025	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	New growth	
4/4/2025	Garden	6	Plant	American beautyberry	Callicarpa americana	New growth	
4/4/2025	Garden	7	Plant	Snakeherb	Dyschoriste linearis	New growth	
4/4/2025	Garden	7	Plant	Pink guara	Oenothera lindheimeri	About to bloom	
4/4/2025	Garden	7	Plant	White mistflower	Ageratina havanensis	New growth	
4/4/2025	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
4/4/2025	Garden	8	Plant	Zexmenia	Wedelia texana	New growth	
4/4/2025	Garden	8	Plant	Red yucca	Hesperaloe parviflora	4 blossum stalks	
4/4/2025	Garden	9	Plant	Mountain pea	Sophora secundiflora	New growth	
4/4/2025	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	New growth	
4/4/2025	Garden	9	Plant	Desert rue	Ruta graveolens	Blooming	
4/4/2025	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	New growth	
4/4/2025	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	New growth	
4/4/2025	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	New growth	
4/4/2025	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	New growth	
4/4/2025	Garden	11	Plant	Frogfruit	Phyla nodiflora	New growth	
4/4/2025	Garden	11	Plant	Texas lantana	Lantana urticoides	Some new growth	
4/4/2025	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Blooming	
4/4/2025	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	New growth	
4/4/2025	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	About to bloom	
4/4/2025	Garden	12	Plant	Obedient plant	Physostegia virginiana	New growth	
4/4/2025	Garden	13	Plant	Horseherb	Calyptocarpus vialis	New growth	
4/4/2025	Garden	13	Plant	Gayfeather	Liatris mucronata	New growth	
4/4/2025	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	New growth	
4/4/2025	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
4/4/2025	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Blooming	
4/4/2025	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	New growth	
4/4/2025	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Some new blooms	
4/4/2025	Garden	15	Plant	Rock rose	Pavonia lasiopetala	New growth	
4/4/2025	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	New growth	
4/4/2025	Garden	16	Plant	Black dalea	Dalea frutescens	Some new blooms	
4/4/2025	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	New growth	
5/9/2025	Garden	1	Plant	Frogfruit	Phyla nodiflora	Blooming	
5/9/2025	Garden	1	Plant	Calyophus	Oenothera calylophus	2 of 5 blooming	
5/9/2025	Garden	1	Plant	Datura	Datura wrightii	1 of 3 blooming	
5/9/2025	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
5/9/2025	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
5/9/2025	Garden	2	Plant	Esperanza	Tecoma stans	Blooming	
5/9/2025	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
5/9/2025	Garden	3	Plant	Damianita	Chrysactinia mexicana	Green	
5/9/2025	Garden	3	Plant	Tropical sage	Salvia coccinea	New growth	
5/9/2025	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Blooming	
5/9/2025	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Blooming	
5/9/2025	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Blooming	
5/9/2025	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
5/9/2025	Garden	5	Plant	Autumn sage	Salvia greggii	Blooming	
5/9/2025	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
5/9/2025	Garden	6	Plant	Frogfruit	Phyla nodiflora	Blooming	
5/9/2025	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Fully green	
5/9/2025	Garden	6	Plant	American beautyberry	Callicarpa americana	Budding	
5/9/2025	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Blooming	
5/9/2025	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Blooming	
5/9/2025	Garden	7	Plant	White mistflower	Ageratina havanensis	Blooming	
5/9/2025	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
5/9/2025	Garden	8	Plant	Zexmenia	Wedelia texana	Blooming	
5/9/2025	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Blooming	
5/9/2025	Garden	9	Plant	Mountain pea	Sophora secundiflora	Blooming	
5/9/2025	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Blooming	
5/9/2025	Garden	9	Plant	Desert rue	Ruta graveolens	Budding	
5/9/2025	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Fully green	
5/9/2025	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
5/9/2025	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Blooming	
5/9/2025	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Fully green/silver	
5/9/2025	Garden	11	Plant	Frogfruit	Phyla nodiflora	Blooming	
5/9/2025	Garden	11	Plant	Texas lantana	Lantana urticoides	1 of 2 blooming	
5/9/2025	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Blooming	
5/9/2025	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Blooming	
5/9/2025	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Blooming	
5/9/2025	Garden	12	Plant	Obedient plant	Physostegia virginiana	Fully green	
5/9/2025	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Blooming	
5/9/2025	Garden	13	Plant	Gayfeather	Liatris mucronata	Fully green	
5/9/2025	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Blooming	
5/9/2025	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
5/9/2025	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Blooming	
5/9/2025	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Fully green	
5/9/2025	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Blooming	
5/9/2025	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
5/9/2025	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
5/9/2025	Garden	16	Plant	Black dalea	Dalea frutescens	Returning slowly	
5/9/2025	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Fully green	
6/27/2025	Garden	1	Plant	Frogfruit	Phyla nodiflora	Blooming	
6/27/2025	Garden	1	Plant	Calyophus	Oenothera calylophus	1 Blooming	
6/27/2025	Garden	1	Plant	Datura	Datura wrightii	Blooming	
6/27/2025	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
6/27/2025	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
6/27/2025	Garden	2	Plant	Esperanza	Tecoma stans	Blooming	
6/27/2025	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
6/27/2025	Garden	3	Plant	Damianita	Chrysactinia mexicana	1 Blooming	
6/27/2025	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
6/27/2025	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Blooming	
6/27/2025	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Blooming	
6/27/2025	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Blooming	
6/27/2025	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
6/27/2025	Garden	5	Plant	Autumn sage	Salvia greggii	Blooming	
6/27/2025	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
6/27/2025	Garden	6	Plant	Frogfruit	Phyla nodiflora	Blooming	
6/27/2025	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Fully green	
6/27/2025	Garden	6	Plant	American beautyberry	Callicarpa americana	Blooming/berries	
6/27/2025	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Blooming	
6/27/2025	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Blooming	
6/27/2025	Garden	7	Plant	White mistflower	Ageratina havanensis	Fully green	
6/27/2025	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
6/27/2025	Garden	8	Plant	Zexmenia	Wedelia texana	Blooming	
6/27/2025	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Blooming	
6/27/2025	Garden	9	Plant	Mountain pea	Sophora secundiflora	Blooming	
6/27/2025	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Blooming	
6/27/2025	Garden	9	Plant	Desert rue	Ruta graveolens	Blooming	
6/27/2025	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Fully green	
6/27/2025	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
6/27/2025	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Fruiting	
6/27/2025	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Blooming	
6/27/2025	Garden	11	Plant	Frogfruit	Phyla nodiflora	Blooming	
6/27/2025	Garden	11	Plant	Texas lantana	Lantana urticoides	Blooming	
6/27/2025	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Blooming	
6/27/2025	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Forming seeds	
6/27/2025	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Blooming	
6/27/2025	Garden	12	Plant	Obedient plant	Physostegia virginiana	Fully green	
6/27/2025	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Blooming	
6/27/2025	Garden	13	Plant	Gayfeather	Liatris mucronata	Fully green	
6/27/2025	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Blooming	
6/27/2025	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
6/27/2025	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Blooming	
6/27/2025	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
6/27/2025	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Blooming	
6/27/2025	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
6/27/2025	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
6/27/2025	Garden	16	Plant	Black dalea	Dalea frutescens	Blooming	
6/27/2025	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Fully green	
7/25/2025	Garden	1	Plant	Frogfruit	Phyla nodiflora	Blooming	
7/25/2025	Garden	1	Plant	Calyophus	Oenothera calylophus	Green	
7/25/2025	Garden	1	Plant	Datura	Datura wrightii	Blooming	
7/25/2025	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
7/25/2025	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
7/25/2025	Garden	2	Plant	Esperanza	Tecoma stans	Blooming	
7/25/2025	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
7/25/2025	Garden	3	Plant	Damianita	Chrysactinia mexicana	1 of 2 blooming	
7/25/2025	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
7/25/2025	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Blooming	
7/25/2025	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Blooming	
7/25/2025	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Blooming	
7/25/2025	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
7/25/2025	Garden	5	Plant	Autumn sage	Salvia greggii	Some Blooms	
7/25/2025	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
7/25/2025	Garden	6	Plant	Frogfruit	Phyla nodiflora	Blooming	
7/25/2025	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Fully green	
7/25/2025	Garden	6	Plant	American beautyberry	Callicarpa americana	Berries turning purple	
7/25/2025	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Some Blooms	
7/25/2025	Garden	7	Plant	Pink guara	Oenothera lindheimeri	1 of 3 Blooming	
7/25/2025	Garden	7	Plant	White mistflower	Ageratina havanensis	Fully green	
7/25/2025	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
7/25/2025	Garden	8	Plant	Zexmenia	Wedelia texana	Blooming	
7/25/2025	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Blooming	
7/25/2025	Garden	9	Plant	Mountain pea	Sophora secundiflora	Some Blooms	
7/25/2025	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Blooming	
7/25/2025	Garden	9	Plant	Desert rue	Ruta graveolens	Blooming	
7/25/2025	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Green - 1 seed head	
7/25/2025	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
7/25/2025	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Fully green	
7/25/2025	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Blooming	
7/25/2025	Garden	11	Plant	Frogfruit	Phyla nodiflora	Blooming	
7/25/2025	Garden	11	Plant	Texas lantana	Lantana urticoides	Blooming	
7/25/2025	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Blooming	
7/25/2025	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Spent blossoms/seeds	
7/25/2025	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Blooming	
7/25/2025	Garden	12	Plant	Obedient plant	Physostegia virginiana	Blooming	
7/25/2025	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Blooming	
7/25/2025	Garden	13	Plant	Gayfeather	Liatris mucronata	Fully green	
7/25/2025	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Blooming	
7/25/2025	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
7/25/2025	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Some Blooms	
7/25/2025	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
7/25/2025	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Some Blooms	
7/25/2025	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
7/25/2025	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
7/25/2025	Garden	16	Plant	Black dalea	Dalea frutescens	Blooming	
7/25/2025	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Fully green	
9/5/2025	Garden	1	Plant	Frogfruit	Phyla nodiflora	Blooming	
9/5/2025	Garden	1	Plant	Calyophus	Oenothera calylophus	Doing poorly	
9/5/2025	Garden	1	Plant	Datura	Datura wrightii	Blooming	
9/5/2025	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
9/5/2025	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
9/5/2025	Garden	2	Plant	Esperanza	Tecoma stans	Blooming	
9/5/2025	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
9/5/2025	Garden	3	Plant	Damianita	Chrysactinia mexicana	2 plants green	
9/5/2025	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
9/5/2025	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Blooming	
9/5/2025	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Blooming	
9/5/2025	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Blooming	
9/5/2025	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
9/5/2025	Garden	5	Plant	Autumn sage	Salvia greggii	Blooming	
9/5/2025	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
9/5/2025	Garden	6	Plant	Frogfruit	Phyla nodiflora	Blooming	
9/5/2025	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Seed heads forming	
9/5/2025	Garden	6	Plant	American beautyberry	Callicarpa americana	Purple berries	
9/5/2025	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Some Blooms	
9/5/2025	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Blooming	
9/5/2025	Garden	7	Plant	White mistflower	Ageratina havanensis	Fully green	
9/5/2025	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
9/5/2025	Garden	8	Plant	Zexmenia	Wedelia texana	Blooming	
9/5/2025	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Blooming	
9/5/2025	Garden	9	Plant	Mountain pea	Sophora secundiflora	Some Blooms	
9/5/2025	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Blooming	
9/5/2025	Garden	9	Plant	Desert rue	Ruta graveolens	Blooming	
9/5/2025	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Seed heads forming	
9/5/2025	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
9/5/2025	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Fully green some blooms	
9/5/2025	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Blooming	
9/5/2025	Garden	11	Plant	Frogfruit	Phyla nodiflora	Blooming	
9/5/2025	Garden	11	Plant	Texas lantana	Lantana urticoides	Blooming	
9/5/2025	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Some Blooms	
9/5/2025	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Spent blossoms/seeds	
9/5/2025	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Some Blooms	
9/5/2025	Garden	12	Plant	Obedient plant	Physostegia virginiana	Some Blooms	
9/5/2025	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Doing poorly	
9/5/2025	Garden	13	Plant	Gayfeather	Liatris mucronata	Blooming	
9/5/2025	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Dry some blooms	
9/5/2025	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
9/5/2025	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Blooming	
9/5/2025	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
9/5/2025	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Green	
9/5/2025	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
9/5/2025	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
9/5/2025	Garden	16	Plant	Black dalea	Dalea frutescens	Blooming	
9/5/2025	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Fully green	
9/26/2025	Garden	1	Plant	Frogfruit	Phyla nodiflora	Blooming	
9/26/2025	Garden	1	Plant	Calyophus	Oenothera calylophus	Doing poorly	
9/26/2025	Garden	1	Plant	Datura	Datura wrightii	Blooming	
9/26/2025	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
9/26/2025	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
