OBSERVATIONDATETIME	LOCATION	WEDGE	CATEGORY	COMMONNAME	SCIENTIFICNAME	STATUS	NOTES
6/28/2024	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Blooming	
6/28/2024	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
6/28/2024	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Blooming	
6/28/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
6/28/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
6/28/2024	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
6/28/2024	Garden	16	Plant	Black dalea	Dalea frutescens	Blooming	
6/28/2024	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Fully green	
8/15/2023	Sanctuary		Wildlife	Ruby-throated Hummingbird	Archilochus colubris	Present	
8/15/2023	Sanctuary		Plant	Scarlet spiderling	Boerhavia coccinea	In bloom	
9/22/2023	Sanctuary		Plant	Scarlet spiderling	Boerhavia coccinea	In bloom	
10/6/2023	Sanctuary		Plant	Scarlet spiderling	Boerhavia coccinea	In bloom	
8/4/2023	Sanctuary		Wildlife	Scarlet tanager	Piranga olivacea	Present	
4/18/2025	Sanctuary		Wildlife	Scissor-tail flycatcher	Tyrannus forficatus	Present	
3/3/2023	Sanctuary		Plant	Scrambled Eggs	Corydalis aurea	In bloom	
3/10/2023	Sanctuary		Plant	Scrambled Eggs	Corydalis aurea	In bloom	
3/31/2023	Sanctuary		Plant	Scrambled Eggs	Corydalis aurea	In bloom	
5/5/2023	Sanctuary		Plant	Scrambled Eggs	Corydalis aurea	In bloom	
2/23/2024	Sanctuary		Plant	Scrambled Eggs	Corydalis aurea	In bloom	
3/15/2024	Sanctuary		Plant	Scrambled Eggs	Corydalis aurea	In bloom	
6/27/2025	Sanctuary		Plant	Silverleaf nightshade	Solanum elaeagnifolium	In bloom	
5/17/2024	Sanctuary		Pollinator	Silvery Checkerspot	Chlosyne nycteis	Present	
8/4/2023	Sanctuary		Pollinator	Small bees	Apidae	Present	
8/15/2023	Sanctuary		Pollinator	Small bees	Apidae	Present	
8/25/2023	Sanctuary		Pollinator	Small bees	Apidae	Present	
9/22/2023	Sanctuary		Pollinator	Small bees	Apidae	Present	
10/6/2023	Sanctuary		Pollinator	Small bees	Apidae	Present	
11/3/2023	Sanctuary		Plant	Snail seed berries	Cocculus carolinus	In bloom	
4/18/2025	Sanctuary		Plant	Snapdragon vine	Maurandya antirrhiflora	In bloom	
7/26/2024	Garden	1	Plant	Frogfruit	Phyla nodiflora	Full bloom	
7/26/2024	Garden	1	Plant	Calyophus	Oenothera calylophus	Some green	
7/26/2024	Garden	1	Plant	Datura	Datura wrightii	Full bloom	
7/26/2024	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
7/26/2024	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
7/26/2024	Garden	2	Plant	Esperanza	Tecoma stans	Full bloom	
7/26/2024	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
7/26/2024	Garden	3	Plant	Damianita	Chrysactinia mexicana	Blooming	
7/26/2024	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
7/26/2024	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Blooming	
7/26/2024	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Blooming	
7/26/2024	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Blooming	
7/26/2024	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
7/26/2024	Garden	5	Plant	Autumn sage	Salvia greggii	Blooming	
7/26/2024	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
7/26/2024	Garden	6	Plant	Frogfruit	Phyla nodiflora	Blooming	
7/26/2024	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Fully green	
7/26/2024	Garden	6	Plant	American beautyberry	Callicarpa americana	Berries turning purple	
7/26/2024	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Some blossoms	
7/26/2024	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Blooming	
7/26/2024	Garden	7	Plant	White mistflower	Ageratina havanensis	Fully green	
7/26/2024	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
7/26/2024	Garden	8	Plant	Zexmenia	Wedelia texana	Some blossoms	
7/26/2024	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Blooming	
7/26/2024	Garden	9	Plant	Mountain pea	Sophora secundiflora	Some blossoms	
7/26/2024	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Blooming	
7/26/2024	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Fully green one seed head	
7/26/2024	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
7/26/2024	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Fully green	
7/26/2024	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Blooming	
7/26/2024	Garden	11	Plant	Frogfruit	Phyla nodiflora	Blooming	
7/26/2024	Garden	11	Plant	Texas lantana	Lantana urticoides	Blooming	
7/26/2024	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Fully green	
7/26/2024	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Spent blossoms	
7/26/2024	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Blooming	
7/26/2024	Garden	12	Plant	Obedient plant	Physostegia virginiana	Blooming	
7/26/2024	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Blooming	
7/26/2024	Garden	13	Plant	Gayfeather	Liatris mucronata	Fully green	
7/26/2024	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Some blossoms	
7/26/2024	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Blooming	
7/26/2024	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Blooming	
7/26/2024	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
7/26/2024	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Some blooms	
7/26/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
7/26/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
7/26/2024	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
7/26/2024	Garden	16	Plant	Black dalea	Dalea frutescens	Blooming	
7/26/2024	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Fully green	
8/30/2024	Garden	1	Plant	Frogfruit	Phyla nodiflora	Full bloom	
8/30/2024	Garden	1	Plant	Calyophus	Oenothera calylophus	Mostly fall mode	
8/30/2024	Garden	1	Plant	Datura	Datura wrightii	Full bloom	
8/30/2024	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
8/30/2024	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
8/30/2024	Garden	2	Plant	Esperanza	Tecoma stans	Full bloom	
8/30/2024	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
8/30/2024	Garden	3	Plant	Damianita	Chrysactinia mexicana	Some blooms	
8/30/2024	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
8/30/2024	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Some blooms	
8/30/2024	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Blooming	
8/30/2024	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Blooming	
8/30/2024	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Some blooms	
8/30/2024	Garden	5	Plant	Autumn sage	Salvia greggii	Some blooms	
8/30/2024	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
8/30/2024	Garden	6	Plant	Frogfruit	Phyla nodiflora	Full bloom	
8/30/2024	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Fully green,some seed heads	
8/30/2024	Garden	6	Plant	American beautyberry	Callicarpa americana	Berries purple	
8/30/2024	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Some blooms	
8/30/2024	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Blooming	
8/30/2024	Garden	7	Plant	White mistflower	Ageratina havanensis	Fully green	
8/30/2024	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
8/30/2024	Garden	8	Plant	Zexmenia	Wedelia texana	Blooming	
8/30/2024	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Blooming, multiple stocks	
8/30/2024	Garden	9	Plant	Mountain pea	Sophora secundiflora	Some blooms	
8/30/2024	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Blooming	
8/30/2024	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Fully green many seed heads	
8/30/2024	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
8/30/2024	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Some blooms, 5' tall	
8/30/2024	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Blooming	
8/30/2024	Garden	11	Plant	Frogfruit	Phyla nodiflora	Full bloom	
8/30/2024	Garden	11	Plant	Texas lantana	Lantana urticoides	Some blooms	
8/30/2024	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Fully green	
8/30/2024	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Mostly fall mode	
8/30/2024	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Blooming	
8/30/2024	Garden	12	Plant	Obedient plant	Physostegia virginiana	Blooming	
8/30/2024	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Fully green	
8/30/2024	Garden	13	Plant	Gayfeather	Liatris mucronata	Some blooms	
8/30/2024	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Blooming	
8/30/2024	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Some blooms	
8/30/2024	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Blooming	
8/30/2024	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
8/30/2024	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Some blooms	
8/30/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
8/30/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
8/30/2024	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
8/30/2024	Garden	16	Plant	Black dalea	Dalea frutescens	Some blooms	
8/30/2024	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Fully green	
9/27/2024	Garden	1	Plant	Frogfruit	Phyla nodiflora	Full bloom	
9/27/2024	Garden	1	Plant	Calyophus	Oenothera calylophus	Mostly fall mode	
9/27/2024	Garden	1	Plant	Datura	Datura wrightii	Full bloom	
9/27/2024	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
9/27/2024	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
9/27/2024	Garden	2	Plant	Esperanza	Tecoma stans	Blooming	
9/27/2024	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
9/27/2024	Garden	3	Plant	Damianita	Chrysactinia mexicana	Some blooms	
9/27/2024	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
9/27/2024	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Some blooms	
9/27/2024	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Blooming	
9/27/2024	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Blooming	
9/27/2024	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Some blooms	
9/27/2024	Garden	5	Plant	Autumn sage	Salvia greggii	Some blooms	
9/27/2024	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
9/27/2024	Garden	6	Plant	Frogfruit	Phyla nodiflora	Full bloom	
9/27/2024	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Full of seed heads	
9/27/2024	Garden	6	Plant	American beautyberry	Callicarpa americana	Berries purple	
9/27/2024	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Some blooms	
9/27/2024	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Blooming	
9/27/2024	Garden	7	Plant	White mistflower	Ageratina havanensis	Fully green	
9/27/2024	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
9/27/2024	Garden	8	Plant	Zexmenia	Wedelia texana	Blooming	
9/27/2024	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Blooming, multiple stocks	
9/27/2024	Garden	9	Plant	Mountain pea	Sophora secundiflora	Some blooms	
9/27/2024	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Blooming	
9/27/2024	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Full of seed heads	
9/27/2024	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
9/27/2024	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Blooming	
9/27/2024	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Blooming	
9/27/2024	Garden	11	Plant	Frogfruit	Phyla nodiflora	Full bloom	
9/27/2024	Garden	11	Plant	Texas lantana	Lantana urticoides	Some blooms	
9/27/2024	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Fully green, few blooms	
9/27/2024	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Mostly fall mode	
9/27/2024	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Blooming	
9/27/2024	Garden	12	Plant	Obedient plant	Physostegia virginiana	Blooming	
9/27/2024	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Fully green, some blooms	
9/27/2024	Garden	13	Plant	Gayfeather	Liatris mucronata	Blooming	
9/27/2024	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Fully green	
9/27/2024	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Some blooms	
9/27/2024	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Some blooms	
9/27/2024	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
9/27/2024	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Some blooms	
9/27/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
9/27/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
9/27/2024	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
9/27/2024	Garden	16	Plant	Black dalea	Dalea frutescens	Blooming, hundreds of bees	
9/27/2024	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Fully green	
10/25/2024	Garden	1	Plant	Frogfruit	Phyla nodiflora	Full bloom	
10/25/2024	Garden	1	Plant	Calyophus	Oenothera calylophus	Mostly fall mode	
10/25/2024	Garden	1	Plant	Datura	Datura wrightii	Some blooms remain	
10/25/2024	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
10/25/2024	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Blooming	
10/25/2024	Garden	2	Plant	Esperanza	Tecoma stans	Blooming	
10/25/2024	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
10/25/2024	Garden	3	Plant	Damianita	Chrysactinia mexicana	Some blooms	
10/25/2024	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
10/25/2024	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Fall mode	
10/25/2024	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Some blooms	
10/25/2024	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Blooming	
10/25/2024	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Some blooms	
10/25/2024	Garden	5	Plant	Autumn sage	Salvia greggii	Some blooms	
10/25/2024	Garden	5	Plant	Apache plume	Fallugia paradoxa	Blooming	
10/25/2024	Garden	6	Plant	Frogfruit	Phyla nodiflora	Full bloom	
10/25/2024	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Full of seed heads	
10/25/2024	Garden	6	Plant	American beautyberry	Callicarpa americana	Berries purple going to fall mode	
10/25/2024	Garden	7	Plant	Snakeherb	Dyschoriste linearis	No blooms	
10/25/2024	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Some blooms	
10/25/2024	Garden	7	Plant	White mistflower	Ageratina havanensis	Blooming	
10/25/2024	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
10/25/2024	Garden	8	Plant	Zexmenia	Wedelia texana	Blooming	
10/25/2024	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Blooming, multiple stocks	
10/25/2024	Garden	9	Plant	Mountain pea	Sophora secundiflora	Green, no blooms	
10/25/2024	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Going to fall mode	
10/25/2024	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Full of seed heads	
10/25/2024	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
10/25/2024	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Blooming and fruit	
10/25/2024	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Some Blooms remain	
10/25/2024	Garden	11	Plant	Frogfruit	Phyla nodiflora	Full bloom	
10/25/2024	Garden	11	Plant	Texas lantana	Lantana urticoides	Going to fall mode	
10/25/2024	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Fully green, no blooms	
10/25/2024	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Mostly fall mode	
10/25/2024	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	No blooms	
10/25/2024	Garden	12	Plant	Obedient plant	Physostegia virginiana	Some blooms remain	
10/25/2024	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Fully green, some blooms	
10/25/2024	Garden	13	Plant	Gayfeather	Liatris mucronata	Some blooms	
10/25/2024	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Some blooms, many buds	
10/25/2024	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Some blooms	
10/25/2024	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Blooming	
10/25/2024	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
10/25/2024	Garden	15	Plant	Snakeherb	Dyschoriste linearis	No blooms	
10/25/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
10/25/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
10/25/2024	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
10/25/2024	Garden	16	Plant	Black dalea	Dalea frutescens	Blooming, hundreds of bees	
10/25/2024	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Blooming	
11/20/2024	Garden	1	Plant	Frogfruit	Phyla nodiflora	Fall mode	
11/20/2024	Garden	1	Plant	Calyophus	Oenothera calylophus	Fall mode	
11/20/2024	Garden	1	Plant	Datura	Datura wrightii	Some blooms remain	
11/20/2024	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
11/20/2024	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Some blooms remain	
11/20/2024	Garden	2	Plant	Esperanza	Tecoma stans	Blooming	
11/20/2024	Garden	3	Plant	Gregg dalea	Dalea greggii	Blooming	
11/20/2024	Garden	3	Plant	Damianita	Chrysactinia mexicana	Some blooms remain	
11/20/2024	Garden	3	Plant	Tropical sage	Salvia coccinea	Blooming	
11/20/2024	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Fall mode	
11/20/2024	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Some blooms	
11/20/2024	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Fall mode	
11/20/2024	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Some blooms remain	
11/20/2024	Garden	5	Plant	Autumn sage	Salvia greggii	Some blooms	
11/20/2024	Garden	5	Plant	Apache plume	Fallugia paradoxa	Some blooms remain	
11/20/2024	Garden	6	Plant	Frogfruit	Phyla nodiflora	Fall mode	
11/20/2024	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Full of seed heads	
11/20/2024	Garden	6	Plant	American beautyberry	Callicarpa americana	Some berries remain	
11/20/2024	Garden	7	Plant	Snakeherb	Dyschoriste linearis	No blooms	
11/20/2024	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Fall mode	
11/20/2024	Garden	7	Plant	White mistflower	Ageratina havanensis	Fall mode	
11/20/2024	Garden	8	Plant	Gregg dalea	Dalea greggii	Blooming	
11/20/2024	Garden	8	Plant	Zexmenia	Wedelia texana	Blooming	
11/20/2024	Garden	8	Plant	Red yucca	Hesperaloe parviflora	No blooms remain	
11/20/2024	Garden	9	Plant	Mountain pea	Sophora secundiflora	Green, no blooms	
11/20/2024	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Fall mode with some new growth	
11/20/2024	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Full of seed heads	
11/20/2024	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
11/20/2024	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Blooming and fruit	
11/20/2024	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Fall mode	
11/20/2024	Garden	11	Plant	Frogfruit	Phyla nodiflora	Fall mode	
11/20/2024	Garden	11	Plant	Texas lantana	Lantana urticoides	Fall mode	
11/20/2024	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Fully green, no blooms	
11/20/2024	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Fall mode	
11/20/2024	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	No blooms	
11/20/2024	Garden	12	Plant	Obedient plant	Physostegia virginiana	Some blooms remain	
11/20/2024	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Fall mode	
11/20/2024	Garden	13	Plant	Gayfeather	Liatris mucronata	Fall mode	
11/20/2024	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Blooming	
11/20/2024	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Some blooms	
11/20/2024	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Fall mode	
11/20/2024	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Blooming	
11/20/2024	Garden	15	Plant	Snakeherb	Dyschoriste linearis	No blooms	
11/20/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
11/20/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Blooming	
11/20/2024	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
11/20/2024	Garden	16	Plant	Black dalea	Dalea frutescens	Blooming	
11/20/2024	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Some blooms remain	
12/27/2024	Garden	1	Plant	Frogfruit	Phyla nodiflora	Winter mode	
12/27/2024	Garden	1	Plant	Calyophus	Oenothera calylophus	Winter mode	
12/27/2024	Garden	1	Plant	Datura	Datura wrightii	Winter mode, some new growth	
12/27/2024	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Some green/silver	
12/27/2024	Garden	2	Plant	Mealy blue sage	Salvia farinacea	Winter mode, some new growth	
12/27/2024	Garden	2	Plant	Esperanza	Tecoma stans	Winter mode	
12/27/2024	Garden	3	Plant	Gregg dalea	Dalea greggii	Some blooms	
12/27/2024	Garden	3	Plant	Damianita	Chrysactinia mexicana	Green	
12/27/2024	Garden	3	Plant	Tropical sage	Salvia coccinea	Some green	
12/27/2024	Garden	4	Plant	Metz's Wild Petunia	Ruellia nudiflora	Winter mode	
12/27/2024	Garden	4	Plant	Heart leaf hibiscus	Hibiscus martianus	Winter mode	
12/27/2024	Garden	4	Plant	Blue mistflower	Conoclinium coelestinum	Winter mode	
12/27/2024	Garden	5	Plant	Prairie verbena	Glandularia bipinnatifida	Winter mode, some new growth	
12/27/2024	Garden	5	Plant	Autumn sage	Salvia greggii	Winter mode, some new growth	
12/27/2024	Garden	5	Plant	Apache plume	Fallugia paradoxa	Winter mode, some new growth	
12/27/2024	Garden	6	Plant	Frogfruit	Phyla nodiflora	Winter mode	
12/27/2024	Garden	6	Plant	Lindheimer muhly	Muhlenbergia lindheimeri	Full of seed heads	
12/27/2024	Garden	6	Plant	American beautyberry	Callicarpa americana	Winter mode	
12/27/2024	Garden	7	Plant	Snakeherb	Dyschoriste linearis	Full green	
12/27/2024	Garden	7	Plant	Pink guara	Oenothera lindheimeri	Winter mode	
12/27/2024	Garden	7	Plant	White mistflower	Ageratina havanensis	Winter mode	
12/27/2024	Garden	8	Plant	Gregg dalea	Dalea greggii	Some blooms	
12/27/2024	Garden	8	Plant	Zexmenia	Wedelia texana	Winter mode	
12/27/2024	Garden	8	Plant	Red yucca	Hesperaloe parviflora	Green	
12/27/2024	Garden	9	Plant	Mountain pea	Sophora secundiflora	Full green	
12/27/2024	Garden	9	Plant	Butterfly weed	Asclepias tuberosa	Winter mode	
12/27/2024	Garden	9	Plant	Gulf muhly	Muhlenbergia capillaris	Full of seed heads	
12/27/2024	Garden	10	Plant	Silver ponyfoot	Dichondra argentea	Some green/silver	
12/27/2024	Garden	10	Plant	Dwarf Barbados Cherry	Malpighia emarginata	Fully green	
12/27/2024	Garden	10	Plant	Buttonbush	Cephalanthus occidentalis	Winter mode	
12/27/2024	Garden	11	Plant	Frogfruit	Phyla nodiflora	Winter mode	
12/27/2024	Garden	11	Plant	Texas lantana	Lantana urticoides	Winter mode	
12/27/2024	Garden	11	Plant	Globe mallow	Sphaeralcea ambigua	Green	
12/27/2024	Garden	12	Plant	Lyreleaf sage	Salvia lyrata	Winter mode, some new growth	
12/27/2024	Garden	12	Plant	Engelmann daisy	Engelmannia peristenia	Full green	
12/27/2024	Garden	12	Plant	Obedient plant	Physostegia virginiana	Full green	
12/27/2024	Garden	13	Plant	Horseherb	Calyptocarpus vialis	Some green	
12/27/2024	Garden	13	Plant	Gayfeather	Liatris mucronata	Winter mode	
12/27/2024	Garden	13	Plant	Skeleton leaf goldeneye	Viguiera stenoloba	Full green	
12/27/2024	Garden	14	Plant	Prairie verbena	Glandularia bipinnatifida	Some green	
12/27/2024	Garden	14	Plant	Chocolate daisy	Berlandiera lyrata	Winter mode	
12/27/2024	Garden	14	Plant	Flame acanthus	Anisacanthus quadrifidus var. wrightii	Some green	
12/27/2024	Garden	15	Plant	Snakeherb	Dyschoriste linearis	Full green	
12/27/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Some green	
12/27/2024	Garden	15	Plant	Rock rose	Pavonia lasiopetala	Some green	
12/27/2024	Garden	16	Plant	Silver ponyfoot	Dichondra argentea	Fully green/silver	
12/27/2024	Garden	16	Plant	Black dalea	Dalea frutescens	Some blooms	
12/27/2024	Garden	16	Plant	Fall aster	Symphyotrichum oblongifolium	Winter mode, some new growth	
1/24/2025	Garden	1	Plant	Frogfruit	Phyla nodiflora	Winter mode	
1/24/2025	Garden	1	Plant	Calyophus	Oenothera calylophus	Winter mode	
1/24/2025	Garden	1	Plant	Datura	Datura wrightii	Winter mode	
1/24/2025	Garden	2	Plant	Silver ponyfoot	Dichondra argentea	Winter mode	
1/24/2025	Garden	2	Plant	Mealy blue sage	Salvia farinacea	New growth at base	
1/24/2025	Garden	2	Plant	Esperanza	Tecoma stans	Winter mode	
1/24/2025	Garden	3	Plant	Gregg dalea	Dalea greggii	Some green	
1/24/2025	Garden	3	Plant	Damianita	Chrysactinia mexicana	Some green	
1/24/2025	Garden	3	Plant	Tropical sage	Salvia coccinea	Winter mode	
